"","time","stationid","year_x","survey_x","station_x","speciestsn","commonname","scientificname","lhscode","samplingmethodcode","totalcatchnum","totalcatchwt","gearcode","eventcode","lme","stationnumber","year","masterstation","tow_type","gear_description","eqtime","eq_latitude","eq_longitude","haulback_time","haulback_latitude","haulback_longitude","speed","bottom_depth","avgnethorizontalopening","avgnetverticalopening","mwo","racecode","nodccode","notes","gearin_time","gearin_latitude","gearin_longitude","vessel","vesselname","gear_depth","gearout_latitude","gearout_longitude","gearout_time"
"305","2023-09-12T21:46:00Z","20230201036","2023","0201","036","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",56.81,33960,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"306","2023-09-12T21:46:00Z","20230201036","2023","0201","036","51669","Cyanea sp.","Cyanea sp.","U","TC",1,60,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",40560,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"307","2023-09-12T21:46:00Z","20230201036","2023","0201","036","161975","Pink Salmon","Oncorhynchus gorbuscha","J","TC",23,2194,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",23230,"8755010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"308","2023-09-12T21:46:00Z","20230201036","2023","0201","036","161976","Chum Salmon","Oncorhynchus keta","J","TC",7,720,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",23235,"8755010202",NA,NA,0,0,NA,NA,NA,0,0,NA
"309","2023-09-12T21:46:00Z","20230201036","2023","0201","036","161977","Coho Salmon","Oncorhynchus kisutch","J","TC",1,369,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",23225,"8755010203",NA,NA,0,0,NA,NA,NA,0,0,NA
"310","2023-09-12T21:46:00Z","20230201036","2023","0201","036","161979","Sockeye Salmon","Oncorhynchus nerka","J","TC",3,321,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",23240,"8755010205",NA,NA,0,0,NA,NA,NA,0,0,NA
"311","2023-09-12T21:46:00Z","20230201036","2023","0201","036","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",2,142,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"312","2023-09-12T21:46:00Z","20230201036","2023","0201","036","630414","Ammodytes personatus","Ammodytes personatus","U","TC",18,202,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"313","2023-09-12T21:46:00Z","20230201036","2023","0201","036","934083","Pollock","Gadus chalcogrammus","A0","TC",418.67,769,"400601","05","Bering Sea",36,2023,"64-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-12T21:16:00Z",63.99,-168.02,"2023-09-12T21:46:00Z",63.99,-168.1,NA,31,50.53,19.97,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"314","2023-09-13T01:36:00Z","20230201037","2023","0201","037","50623","Aequorea  sp.","Aequorea sp.","U","SC",0,15441.61,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",40506,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"315","2023-09-13T01:36:00Z","20230201037","2023","0201","037","51641","Northern Sea Nettle","Chrysaora melanaster","U","SC",1927.38,1019588.6,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"316","2023-09-13T01:36:00Z","20230201037","2023","0201","037","161979","Sockeye Salmon","Oncorhynchus nerka","J","TC",2,170,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",23240,"8755010205",NA,NA,0,0,NA,NA,NA,0,0,NA
"317","2023-09-13T01:36:00Z","20230201037","2023","0201","037","556311","Long Fin Squid","Gonatus kamtschaticus","U","SC",44.11,132.4,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",79206,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"318","2023-09-13T01:36:00Z","20230201037","2023","0201","037","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",1,85,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"319","2023-09-13T01:36:00Z","20230201037","2023","0201","037","934083","Pollock","Gadus chalcogrammus","A0","SC",57662.6,122385.9,"400601","05","Bering Sea",37,2023,"64-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T01:21:00Z",64,-168.99,"2023-09-13T01:36:00Z",64.01,-168.98,NA,30,44,22.5,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"320","2023-09-13T17:27:00Z","20230201038","2023","0201","038","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",151.34,99700,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"321","2023-09-13T17:27:00Z","20230201038","2023","0201","038","51669","Cyanea sp.","Cyanea sp.","U","TC",0,880,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",40560,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"322","2023-09-13T17:27:00Z","20230201038","2023","0201","038","161976","Chum Salmon","Oncorhynchus keta","IM","TC",2,5680,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",23235,"8755010202",NA,NA,0,0,NA,NA,NA,0,0,NA
"323","2023-09-13T17:27:00Z","20230201038","2023","0201","038","167318","Shorthorn sculpin","Myoxocephalus scorpius","U","TC",1,164,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",21368,"8831022207",NA,NA,0,0,NA,NA,NA,0,0,NA
"324","2023-09-13T17:27:00Z","20230201038","2023","0201","038","171672","Arctic Sand Lance","Ammodytes hexapterus","U","TC",1,26,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",20203,"8845010101",NA,NA,0,0,NA,NA,NA,0,0,NA
"325","2023-09-13T17:27:00Z","20230201038","2023","0201","038","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",1,46,"400601","05","Bering Sea",38,2023,"64.5-169","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T16:57:00Z",64.49,-168.97,"2023-09-13T17:27:00Z",64.49,-168.89,NA,37,48.87,22,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"326","2023-09-13T21:23:00Z","20230201039","2023","0201","039","50623","Aequorea  sp.","Aequorea sp.","U","TC",0,490,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",40506,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"327","2023-09-13T21:23:00Z","20230201039","2023","0201","039","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",1318.9,503820,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"328","2023-09-13T21:23:00Z","20230201039","2023","0201","039","161975","Pink Salmon","Oncorhynchus gorbuscha","J","TC",63.59,5390,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",23230,"8755010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"329","2023-09-13T21:23:00Z","20230201039","2023","0201","039","161976","Chum Salmon","Oncorhynchus keta","J","TC",16,1500,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",23235,"8755010202",NA,NA,0,0,NA,NA,NA,0,0,NA
"330","2023-09-13T21:23:00Z","20230201039","2023","0201","039","161979","Sockeye Salmon","Oncorhynchus nerka","IM","TC",1,1236,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",23240,"8755010205","FORGOT GENETICS SAMPLE- LH ",NA,0,0,NA,NA,NA,0,0,NA
"331","2023-09-13T21:23:00Z","20230201039","2023","0201","039","161979","Sockeye Salmon","Oncorhynchus nerka","J","TC",6,658,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",23240,"8755010205",NA,NA,0,0,NA,NA,NA,0,0,NA
"332","2023-09-13T21:23:00Z","20230201039","2023","0201","039","172893","Starry Flounder","Platichthys stellatus","U","TC",1,560,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",10220,"8857041401",NA,NA,0,0,NA,NA,NA,0,0,NA
"333","2023-09-13T21:23:00Z","20230201039","2023","0201","039","551209","Pacific Herring","Clupea pallasi","A1+","TC",3,356,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",21110,"8747010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"334","2023-09-13T21:23:00Z","20230201039","2023","0201","039","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",1,55,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"335","2023-09-13T21:23:00Z","20230201039","2023","0201","039","934083","Pollock","Gadus chalcogrammus","A0","TC",292.26,491,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"336","2023-09-13T21:23:00Z","20230201039","2023","0201","039","934083","Pollock","Gadus chalcogrammus","A1+","TC",2,1950,"400601","05","Bering Sea",39,2023,"64.5-168","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-13T20:53:00Z",64.5,-167.99,"2023-09-13T21:23:00Z",64.52,-167.93,NA,31,42.69,19.9,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"337","2023-09-14T02:30:00Z","20230201040","2023","0201","040","50623","Aequorea  sp.","Aequorea sp.","U","TC",0,1910,"400601","05","Bering Sea",40,2023,"65-167.5","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-14T02:00:00Z",64.97,-167.53,"2023-09-14T02:30:00Z",64.96,-167.61,NA,23,41.5,20.68,"330",40506,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"338","2023-09-14T02:30:00Z","20230201040","2023","0201","040","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",386.88,384950,"400601","05","Bering Sea",40,2023,"65-167.5","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-14T02:00:00Z",64.97,-167.53,"2023-09-14T02:30:00Z",64.96,-167.61,NA,23,41.5,20.68,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"339","2023-09-14T02:30:00Z","20230201040","2023","0201","040","51669","Cyanea sp.","Cyanea sp.","U","TC",4,120,"400601","05","Bering Sea",40,2023,"65-167.5","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-14T02:00:00Z",64.97,-167.53,"2023-09-14T02:30:00Z",64.96,-167.61,NA,23,41.5,20.68,"330",40560,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"340","2022-09-07T04:09:00Z","20220308029","2022","0308","029","164711","Pacific Cod","Gadus macrocephalus","A0",NA,1,4,"NETS156","03","Bering Sea",29,2022,"58-169","O","NETS Pelagic Trawl","2022-09-07T04:09:00Z",57.99,-169,"2022-09-07T04:09:00Z",57.99,-169,NA,72,17,8,"240",21720,"8791030401",NA,"2022-09-07T03:57:00Z",58,58,NA,NA,NA,0,0,NA
"341","2022-09-07T04:09:00Z","20220308029","2022","0308","029","934083","Pollock","Gadus chalcogrammus","A1+",NA,2,1980,"NETS156","03","Bering Sea",29,2022,"58-169","O","NETS Pelagic Trawl","2022-09-07T04:09:00Z",57.99,-169,"2022-09-07T04:09:00Z",57.99,-169,NA,72,17,8,"240",21740,"8791030701",NA,"2022-09-07T03:57:00Z",58,58,NA,NA,NA,0,0,NA
"342","2022-09-07T04:09:00Z","20220308029","2022","0308","029","934083","Pollock","Gadus chalcogrammus","U",NA,32962,24721.57,"NETS156","03","Bering Sea",29,2022,"58-169","O","NETS Pelagic Trawl","2022-09-07T04:09:00Z",57.99,-169,"2022-09-07T04:09:00Z",57.99,-169,NA,72,17,8,"240",21740,"8791030701",NA,"2022-09-07T03:57:00Z",58,58,NA,NA,NA,0,0,NA
"343","2022-09-07T17:45:00Z","20220308031","2022","0308","031","50623","Aequorea  sp.","Aequorea sp.","U",NA,688,29397.66,"NETS156","06","Bering Sea",31,2022,"57.5-170","O","NETS Pelagic Trawl","2022-09-07T17:45:00Z",57.51,-170.03,"2022-09-07T17:45:00Z",57.51,-170.03,NA,70,15,12,"150",40506,NA,NA,"2022-09-07T17:39:00Z",57.5,57.5,NA,NA,NA,0,0,NA
"344","2022-09-07T17:45:00Z","20220308031","2022","0308","031","51641","Northern Sea Nettle","Chrysaora melanaster","U",NA,104,98477.78,"NETS156","06","Bering Sea",31,2022,"57.5-170","O","NETS Pelagic Trawl","2022-09-07T17:45:00Z",57.51,-170.03,"2022-09-07T17:45:00Z",57.51,-170.03,NA,70,15,12,"150",40504,NA,NA,"2022-09-07T17:39:00Z",57.5,57.5,NA,NA,NA,0,0,NA
"345","2022-09-07T17:45:00Z","20220308031","2022","0308","031","51669","Cyanea sp.","Cyanea sp.","U",NA,18,6270,"NETS156","06","Bering Sea",31,2022,"57.5-170","O","NETS Pelagic Trawl","2022-09-07T17:45:00Z",57.51,-170.03,"2022-09-07T17:45:00Z",57.51,-170.03,NA,70,15,12,"150",40560,NA,NA,"2022-09-07T17:39:00Z",57.5,57.5,NA,NA,NA,0,0,NA
"346","2022-09-07T17:45:00Z","20220308031","2022","0308","031","82326","Squid, unident.","Cephalopoda","U",NA,1,9,"NETS156","06","Bering Sea",31,2022,"57.5-170","O","NETS Pelagic Trawl","2022-09-07T17:45:00Z",57.51,-170.03,"2022-09-07T17:45:00Z",57.51,-170.03,NA,70,15,12,"150",78000,"5700000000",NA,"2022-09-07T17:39:00Z",57.5,57.5,NA,NA,NA,0,0,NA
"347","2022-09-07T17:45:00Z","20220308031","2022","0308","031","164711","Pacific Cod","Gadus macrocephalus","A0",NA,9,22.07,"NETS156","06","Bering Sea",31,2022,"57.5-170","O","NETS Pelagic Trawl","2022-09-07T17:45:00Z",57.51,-170.03,"2022-09-07T17:45:00Z",57.51,-170.03,NA,70,15,12,"150",21720,"8791030401",NA,"2022-09-07T17:39:00Z",57.5,57.5,NA,NA,NA,0,0,NA
"348","2022-09-07T17:45:00Z","20220308031","2022","0308","031","171659","Prowfish","Zaprora silenus","U",NA,5,45,"NETS156","06","Bering Sea",31,2022,"57.5-170","O","NETS Pelagic Trawl","2022-09-07T17:45:00Z",57.51,-170.03,"2022-09-07T17:45:00Z",57.51,-170.03,NA,70,15,12,"150",24001,"8842150101",NA,"2022-09-07T17:39:00Z",57.5,57.5,NA,NA,NA,0,0,NA
"349","2022-09-07T17:45:00Z","20220308031","2022","0308","031","719327","Whitecross jellyfish","Staurophora mertensii","U",NA,0,340,"NETS156","06","Bering Sea",31,2022,"57.5-170","O","NETS Pelagic Trawl","2022-09-07T17:45:00Z",57.51,-170.03,"2022-09-07T17:45:00Z",57.51,-170.03,NA,70,15,12,"150",NA,NA,NA,"2022-09-07T17:39:00Z",57.5,57.5,NA,NA,NA,0,0,NA
"350","2022-09-07T17:45:00Z","20220308031","2022","0308","031","934083","Pollock","Gadus chalcogrammus","U",NA,46873,27186.22,"NETS156","06","Bering Sea",31,2022,"57.5-170","O","NETS Pelagic Trawl","2022-09-07T17:45:00Z",57.51,-170.03,"2022-09-07T17:45:00Z",57.51,-170.03,NA,70,15,12,"150",21740,"8791030701",NA,"2022-09-07T17:39:00Z",57.5,57.5,NA,NA,NA,0,0,NA
"351","2022-09-07T19:48:00Z","20220308031","2022","0308","031","50623","Aequorea  sp.","Aequorea sp.","U",NA,0,19029.07,"400601","07","Bering Sea",31,2022,"57.5-170","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-07T19:18:00Z",57.5,-170.03,"2022-09-07T19:48:00Z",57.52,-170.09,NA,69,55.5,22.79,"189.53",40506,NA,NA,"2022-09-07T19:13:00Z",58.01,58.01,NA,NA,NA,0,0,NA
"352","2022-09-07T19:48:00Z","20220308031","2022","0308","031","51641","Northern Sea Nettle","Chrysaora melanaster","U",NA,133,22410,"400601","07","Bering Sea",31,2022,"57.5-170","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-07T19:18:00Z",57.5,-170.03,"2022-09-07T19:48:00Z",57.52,-170.09,NA,69,55.5,22.79,"189.53",40504,NA,NA,"2022-09-07T19:13:00Z",58.01,58.01,NA,NA,NA,0,0,NA
"353","2022-09-07T19:48:00Z","20220308031","2022","0308","031","51669","Cyanea sp.","Cyanea sp.","U",NA,7,4060,"400601","07","Bering Sea",31,2022,"57.5-170","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-07T19:18:00Z",57.5,-170.03,"2022-09-07T19:48:00Z",57.52,-170.09,NA,69,55.5,22.79,"189.53",40560,NA,NA,"2022-09-07T19:13:00Z",58.01,58.01,NA,NA,NA,0,0,NA
"354","2022-09-07T19:48:00Z","20220308031","2022","0308","031","161975","Pink Salmon","Oncorhynchus gorbuscha","J",NA,3,150,"400601","07","Bering Sea",31,2022,"57.5-170","S","Can Trawl 400 headrope, 601 sidewalls","2022-09-07T19:18:00Z",57.5,-170.03,"2022-09-07T19:48:00Z",57.52,-170.09,NA,69,55.5,22.79,"189.53",23230,"8755010201",NA,"2022-09-07T19:13:00Z",58.01,58.01,NA,NA,NA,0,0,NA
"355","2023-09-07T17:42:00Z","20230201023","2023","0201","023","934083","Pollock","Gadus chalcogrammus","A1","TC",1312.3,42025,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"356","2023-09-07T17:42:00Z","20230201023","2023","0201","023","934083","Pollock","Gadus chalcogrammus","A1+","TC",8,5140,"400601","05","Bering Sea",23,2023,"62-170","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T17:12:00Z",61.99,-170.02,"2023-09-07T17:42:00Z",61.98,-170.1,NA,39,54.31,22.89,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"357","2023-09-07T22:25:00Z","20230201024","2023","0201","024","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",692.63,407960,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"358","2023-09-07T22:25:00Z","20230201024","2023","0201","024","162035","Capelin","Mallotus villosus","U","TC",10,113,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",23041,"8755030201",NA,NA,0,0,NA,NA,NA,0,0,NA
"359","2023-09-07T22:25:00Z","20230201024","2023","0201","024","164711","Pacific Cod","Gadus macrocephalus","A0","TC",4,11,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",21720,"8791030401",NA,NA,0,0,NA,NA,NA,0,0,NA
"360","2023-09-07T22:25:00Z","20230201024","2023","0201","024","551209","Pacific Herring","Clupea pallasi","A1+","TC",22,2196,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",21110,"8747010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"361","2023-09-07T22:25:00Z","20230201024","2023","0201","024","622287","Arctic Lamprey","Lethenteron camtschaticum","U","TC",2,168,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",NA,"8603010201",NA,NA,0,0,NA,NA,NA,0,0,NA
"362","2023-09-07T22:25:00Z","20230201024","2023","0201","024","934083","Pollock","Gadus chalcogrammus","A0","TC",22,40,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"363","2023-09-07T22:25:00Z","20230201024","2023","0201","024","934083","Pollock","Gadus chalcogrammus","A1","TC",48,1376,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"364","2023-09-07T22:25:00Z","20230201024","2023","0201","024","934083","Pollock","Gadus chalcogrammus","A1+","TC",14,9780,"400601","05","Bering Sea",24,2023,"62-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-07T21:55:00Z",62.01,-170.99,"2023-09-07T22:25:00Z",62.04,-170.99,NA,45,51.22,23.3,"330",21740,"8791030701",NA,NA,0,0,NA,NA,NA,0,0,NA
"365","2023-09-08T03:14:00Z","20230201025","2023","0201","025","51641","Northern Sea Nettle","Chrysaora melanaster","U","TC",350.17,227930,"400601","05","Bering Sea",25,2023,"62.5-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-08T02:44:00Z",62.5,-170.98,"2023-09-08T03:14:00Z",62.5,-170.9,NA,38,51.53,22.57,"330",40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"366","2023-09-08T03:14:00Z","20230201025","2023","0201","025","82418","Gonatus Squid, unident.","Gonatus","U","TC",1,21,"400601","05","Bering Sea",25,2023,"62.5-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-08T02:44:00Z",62.5,-170.98,"2023-09-08T03:14:00Z",62.5,-170.9,NA,38,51.53,22.57,"330",79200,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
"367","2023-09-08T03:14:00Z","20230201025","2023","0201","025","161976","Chum Salmon","Oncorhynchus keta","IM","TC",2,5750,"400601","05","Bering Sea",25,2023,"62.5-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-08T02:44:00Z",62.5,-170.98,"2023-09-08T03:14:00Z",62.5,-170.9,NA,38,51.53,22.57,"330",23235,"8755010202",NA,NA,0,0,NA,NA,NA,0,0,NA
"368","2023-09-08T03:14:00Z","20230201025","2023","0201","025","162035","Capelin","Mallotus villosus","U","TC",8,90,"400601","05","Bering Sea",25,2023,"62.5-171","S","Can Trawl 400 headrope, 601 sidewalls","2023-09-08T02:44:00Z",62.5,-170.98,"2023-09-08T03:14:00Z",62.5,-170.9,NA,38,51.53,22.57,"330",23041,"8755030201",NA,NA,0,0,NA,NA,NA,0,0,NA
