year,station,time,stationid,speciestsn,commonname,scientificname,lhscode,samplingmethodcode,totalcatchnum,totalcatchwt,gearcode,eventcode,lme,masterstation,tow_type,gear_description,eqtime,eq_latitude,eq_longitude,haulback_time,haulback_latitude,haulback_longitude,speed,bottom_depth,avgnethorizontalopening,avgnetverticalopening,mwo,racecode,nodccode,notes,gearin_time,gearin_latitude,gearin_longitude,vessel,vesselname,gear_depth,gearout_latitude,gearout_longitude,gearout_time
2022,5,2022-09-03T17:47:00Z,20220202005,167120,Atka Mackerel,Pleurogrammus monopterygius,U,NA,1,140,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-03T17:16:00Z,60.52,-169,2022-09-03T17:47:00Z,60.48,-169,NA,39,48.97,19.59,330,21921,8827010501,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,5,2022-09-03T17:47:00Z,20220202005,172893,Starry Flounder,Platichthys stellatus,U,NA,1,490,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-03T17:16:00Z,60.52,-169,2022-09-03T17:47:00Z,60.48,-169,NA,39,48.97,19.59,330,10220,8857041401,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,5,2022-09-03T17:47:00Z,20220202005,172907,Yellowfin Sole,Limanda aspera,U,NA,1,790,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-03T17:16:00Z,60.52,-169,2022-09-03T17:47:00Z,60.48,-169,NA,39,48.97,19.59,330,10210,8857041505,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,5,2022-09-03T17:47:00Z,20220202005,172911,Longhead Dab,Limanda proboscidea,L,NA,3,1,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-03T17:16:00Z,60.52,-169,2022-09-03T17:47:00Z,60.48,-169,NA,39,48.97,19.59,330,10211,8857041507,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,5,2022-09-03T17:47:00Z,20220202005,172930,Greenland Halibut,Reinhardtius hippoglossoides,L,NA,1,1,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-03T17:16:00Z,60.52,-169,2022-09-03T17:47:00Z,60.48,-169,NA,39,48.97,19.59,330,10115,8857041801,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,5,2022-09-03T17:47:00Z,20220202005,551209,Pacific Herring,Clupea pallasi,A1+,NA,14,1090,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-03T17:16:00Z,60.52,-169,2022-09-03T17:47:00Z,60.48,-169,NA,39,48.97,19.59,330,21110,8747010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,5,2022-09-03T17:47:00Z,20220202005,934083,Pollock,Gadus chalcogrammus,A0,NA,1664.28,1165,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-03T17:16:00Z,60.52,-169,2022-09-03T17:47:00Z,60.48,-169,NA,39,48.97,19.59,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,51671,Cyanea capillata,Cyanea capillata,U,NA,0,2350,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,40561,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,97110,Sevenspine bay shrimp,Crangon septemspinosa,U,NA,0,3,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,NA,66548,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,97113,Ridged crangon,Crangon dalli,U,NA,0,4,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,66530,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,161975,Pink Salmon,Oncorhynchus gorbuscha,J,NA,30,1512,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,23230,8755010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,161976,Chum Salmon,Oncorhynchus keta,J,NA,70.3,4009,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,23235,8755010202,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,161977,Coho Salmon,Oncorhynchus kisutch,J,NA,3,984,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,23225,8755010203,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,161980,Chinook Salmon,Oncorhynchus tshawytscha,J,NA,5,574,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,23220,8755010206,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,162035,Capelin,Mallotus villosus,U,NA,1,4,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,23041,8755030201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,162041,Rainbow Smelt,Osmerus mordax dentex,U,NA,2,69,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,23055,8755030302,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,164708,Saffron Cod,Eleginus gracilis,A1+,NA,1,95,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,21735,8791030301,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,166365,Threespine stickleback,Gasterosteus aculeatus,U,NA,1,4,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,21752,8818010101,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,551209,Pacific Herring,Clupea pallasi,A0,NA,10833.52,56551,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,21110,8747010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,551209,Pacific Herring,Clupea pallasi,A1+,NA,1,20,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,21110,8747010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,7,2022-09-04T03:59:00Z,20220202007,934083,Pollock,Gadus chalcogrammus,A0,NA,4,6,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-04T03:28:00Z,60.51,-167.05,2022-09-04T03:59:00Z,60.54,-167.11,NA,31,49.94,24.23,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-08-22T19:01:00Z,20220308010,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,2781,1293180.91,NETS156,7,Bering Sea,56-165,O,NETS Pelagic Trawl,2022-08-22T19:01:00Z,56.01,-165.01,2022-08-22T19:01:00Z,56.01,-165.01,NA,95,17.7,9.6,300,40504,NA,NA,2022-08-22T18:50:00Z,56,56,NA,NA,NA,0,0,NA
2022,10,2022-08-22T19:01:00Z,20220308010,161979,Sockeye Salmon,Oncorhynchus nerka,J,NA,27,1383.36,NETS156,7,Bering Sea,56-165,O,NETS Pelagic Trawl,2022-08-22T19:01:00Z,56.01,-165.01,2022-08-22T19:01:00Z,56.01,-165.01,NA,95,17.7,9.6,300,23240,8755010205,NA,2022-08-22T18:50:00Z,56,56,NA,NA,NA,0,0,NA
2022,10,2022-08-22T19:01:00Z,20220308010,164711,Pacific Cod,Gadus macrocephalus,A0,NA,133,345.84,NETS156,7,Bering Sea,56-165,O,NETS Pelagic Trawl,2022-08-22T19:01:00Z,56.01,-165.01,2022-08-22T19:01:00Z,56.01,-165.01,NA,95,17.7,9.6,300,21720,8791030401,NA,2022-08-22T18:50:00Z,56,56,NA,NA,NA,0,0,NA
2022,10,2022-08-22T19:01:00Z,20220308010,171671,"Sand lance, unident.",Ammodytes sp.,A0,NA,27,26.6,NETS156,7,Bering Sea,56-165,O,NETS Pelagic Trawl,2022-08-22T19:01:00Z,56.01,-165.01,2022-08-22T19:01:00Z,56.01,-165.01,NA,95,17.7,9.6,300,20202,NA,NA,2022-08-22T18:50:00Z,56,56,NA,NA,NA,0,0,NA
2022,10,2022-08-22T19:01:00Z,20220308010,934083,Pollock,Gadus chalcogrammus,A1+,NA,106,38042.55,NETS156,7,Bering Sea,56-165,O,NETS Pelagic Trawl,2022-08-22T19:01:00Z,56.01,-165.01,2022-08-22T19:01:00Z,56.01,-165.01,NA,95,17.7,9.6,300,21740,8791030701,NA,2022-08-22T18:50:00Z,56,56,NA,NA,NA,0,0,NA
2022,10,2022-08-22T19:01:00Z,20220308010,934083,Pollock,Gadus chalcogrammus,U,NA,27194,19579.94,NETS156,7,Bering Sea,56-165,O,NETS Pelagic Trawl,2022-08-22T19:01:00Z,56.01,-165.01,2022-08-22T19:01:00Z,56.01,-165.01,NA,95,17.7,9.6,300,21740,8791030701,NA,2022-08-22T18:50:00Z,56,56,NA,NA,NA,0,0,NA
2022,10,2022-08-22T22:00:00Z,20220308010,50623,Aequorea  sp.,Aequorea sp.,U,NA,0,2760,400601,8,Bering Sea,56-165,S,"Can Trawl 400 headrope, 601 sidewalls",2022-08-22T21:30:00Z,56,-165,2022-08-22T22:00:00Z,56.03,-165.01,NA,95,55.5,24.41,189.91,40506,NA,NA,2022-08-22T21:24:00Z,55.99,55.99,NA,NA,NA,0,0,NA
2022,10,2022-08-22T22:00:00Z,20220308010,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,57,50020,400601,8,Bering Sea,56-165,S,"Can Trawl 400 headrope, 601 sidewalls",2022-08-22T21:30:00Z,56,-165,2022-08-22T22:00:00Z,56.03,-165.01,NA,95,55.5,24.41,189.91,40504,NA,NA,2022-08-22T21:24:00Z,55.99,55.99,NA,NA,NA,0,0,NA
2022,10,2022-08-22T22:00:00Z,20220308010,51671,Cyanea capillata,Cyanea capillata,U,NA,10,2010,400601,8,Bering Sea,56-165,S,"Can Trawl 400 headrope, 601 sidewalls",2022-08-22T21:30:00Z,56,-165,2022-08-22T22:00:00Z,56.03,-165.01,NA,95,55.5,24.41,189.91,40561,NA,NA,2022-08-22T21:24:00Z,55.99,55.99,NA,NA,NA,0,0,NA
2022,10,2022-08-22T22:00:00Z,20220308010,161976,Chum Salmon,Oncorhynchus keta,IM,NA,24,46870,400601,8,Bering Sea,56-165,S,"Can Trawl 400 headrope, 601 sidewalls",2022-08-22T21:30:00Z,56,-165,2022-08-22T22:00:00Z,56.03,-165.01,NA,95,55.5,24.41,189.91,23235,8755010202,NA,2022-08-22T21:24:00Z,55.99,55.99,NA,NA,NA,0,0,NA
2022,10,2022-08-22T22:00:00Z,20220308010,161979,Sockeye Salmon,Oncorhynchus nerka,IM,NA,8,3480,400601,8,Bering Sea,56-165,S,"Can Trawl 400 headrope, 601 sidewalls",2022-08-22T21:30:00Z,56,-165,2022-08-22T22:00:00Z,56.03,-165.01,NA,95,55.5,24.41,189.91,23240,8755010205,NA,2022-08-22T21:24:00Z,55.99,55.99,NA,NA,NA,0,0,NA
2022,10,2022-08-22T22:00:00Z,20220308010,161979,Sockeye Salmon,Oncorhynchus nerka,J,NA,62,3185,400601,8,Bering Sea,56-165,S,"Can Trawl 400 headrope, 601 sidewalls",2022-08-22T21:30:00Z,56,-165,2022-08-22T22:00:00Z,56.03,-165.01,NA,95,55.5,24.41,189.91,23240,8755010205,NA,2022-08-22T21:24:00Z,55.99,55.99,NA,NA,NA,0,0,NA
2022,10,2022-08-22T22:00:00Z,20220308010,171337,Bering Wolffish,Anarhichas orientalis,U,NA,1,75,400601,8,Bering Sea,56-165,S,"Can Trawl 400 headrope, 601 sidewalls",2022-08-22T21:30:00Z,56,-165,2022-08-22T22:00:00Z,56.03,-165.01,NA,95,55.5,24.41,189.91,20322,8842020101,NA,2022-08-22T21:24:00Z,55.99,55.99,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,1,1130,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,162035,Capelin,Mallotus villosus,U,NA,378.57,1590,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,23041,8755030201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,171337,Bering Wolffish,Anarhichas orientalis,U,NA,1,73,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,20322,8842020101,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,172901,Alaska Plaice,Pleuronectes quadrituberculatus,U,NA,1,230,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,10285,8857041501,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,172907,Yellowfin Sole,Limanda aspera,U,NA,2,730,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,10210,8857041505,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,172911,Longhead Dab,Limanda proboscidea,L,NA,9,4,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,10211,8857041507,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,172930,Greenland Halibut,Reinhardtius hippoglossoides,L,NA,1,1,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,10115,8857041801,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,551209,Pacific Herring,Clupea pallasi,A1+,NA,46,1104,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,21110,8747010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,934083,Pollock,Gadus chalcogrammus,A0,NA,1813,1110,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,10,2022-09-05T02:29:00Z,20220202010,934083,Pollock,Gadus chalcogrammus,A1+,NA,2,1740,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-05T01:59:00Z,60.99,-168.99,2022-09-05T02:29:00Z,60.97,-169.03,NA,38,50.74,22.72,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,5,201,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,51671,Cyanea capillata,Cyanea capillata,U,NA,1,39,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,40561,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,97113,Ridged crangon,Crangon dalli,U,NA,5,8,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,66530,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,97160,Argis sp.,Argis sp.,U,NA,2,3,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,66570,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,162035,Capelin,Mallotus villosus,U,NA,7,29,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,23041,8755030201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,171672,Arctic Sand Lance,Ammodytes hexapterus,A0,NA,50,50,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,20203,8845010101,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,172893,Starry Flounder,Platichthys stellatus,U,NA,2,730,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,10220,8857041401,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,172907,Yellowfin Sole,Limanda aspera,U,NA,11,1870,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,10210,8857041505,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,172911,Longhead Dab,Limanda proboscidea,L,NA,18,8,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,10211,8857041507,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,551209,Pacific Herring,Clupea pallasi,A1+,NA,1,91,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,21110,8747010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,622287,Arctic Lamprey,Lethenteron camtschaticum,U,NA,1,43,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,NA,8603010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,13,2022-09-06T02:15:00Z,20220202013,934083,Pollock,Gadus chalcogrammus,A0,NA,756.89,439,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-06T01:45:00Z,61.5,-168.95,2022-09-06T02:15:00Z,61.52,-168.88,NA,36,52.26,22.94,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,51641,Northern Sea Nettle,Chrysaora melanaster,U,NA,8,710,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,40504,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,51671,Cyanea capillata,Cyanea capillata,U,NA,2,40,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,40561,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,97110,Sevenspine bay shrimp,Crangon septemspinosa,U,NA,62.03,62,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,NA,66548,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,161976,Chum Salmon,Oncorhynchus keta,J,NA,2,135,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,23235,8755010202,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,161980,Chinook Salmon,Oncorhynchus tshawytscha,J,NA,5,680,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,23220,8755010206,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,162035,Capelin,Mallotus villosus,U,NA,3,14,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,23041,8755030201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,164708,Saffron Cod,Eleginus gracilis,A1+,NA,1,112,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,21735,8791030301,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,166365,Threespine stickleback,Gasterosteus aculeatus,U,NA,3,15,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,21752,8818010101,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,167113,Whitespotted Greenling,Hexagrammos stelleri,U,NA,1,4,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,21932,8827010104,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,171672,Arctic Sand Lance,Ammodytes hexapterus,A0,NA,4,3,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,20203,8845010101,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,172893,Starry Flounder,Platichthys stellatus,U,NA,3,700,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,10220,8857041401,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,172907,Yellowfin Sole,Limanda aspera,U,NA,2,180,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,10210,8857041505,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,551209,Pacific Herring,Clupea pallasi,A0,NA,6903.89,8762.6,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,21110,8747010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,551209,Pacific Herring,Clupea pallasi,A1+,NA,17,414,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,21110,8747010201,NA,NA,0,0,NA,NA,NA,0,0,NA
2022,16,2022-09-07T02:13:00Z,20220202016,934083,Pollock,Gadus chalcogrammus,A0,NA,15,11,400601,3,NA,NA,S,"Can Trawl 400 headrope, 601 sidewalls",2022-09-07T01:43:00Z,62,-167.01,2022-09-07T02:13:00Z,62,-167.08,NA,30,49.94,21.41,330,21740,8791030701,NA,NA,0,0,NA,NA,NA,0,0,NA
